term;term.soort;term.status;bron;term.nummer;scope_note
Vibraye;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1036092;""
rits;objectnaam;descriptor;http://vocab.getty.edu/aat/;300239276;""
patch;objectnaam;niet gedefinieerd;"";"";""
kwikdamplamp;objectnaam;descriptor;http://vocab.getty.edu/aat/;300181530;Lampen waarin licht wordt geproduceerd door middel van een elektrische boog tussen twee elektrodes in een geïoniseerde kwikdampatmosfeer. Ze geven een blauw-groen licht af, dat rijk is aan ultraviolette straling.
metaalhalogenidelamp;objectnaam;descriptor;"";"";""
gassproeier;objectnaam;descriptor;"";"";""
membraan;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300213740$Q176088;""
metaalhalidelamp;objectnaam;non-descriptor;"";"";""
Morat;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007425;""
barometer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300195808;""
gieter;objectnaam;descriptor;http://vocab.getty.edu/aat/;300197360;Houders voor water, meestal van metaal of plastic, met een tuit waarvan het mondstuk geperforeerd is, om planten water mee te geven of te besproeien. 
ringloper;objectnaam;descriptor;"";"";""
curseur;objectnaam;non-descriptor;"";"";""
krultoestel;objectnaam;niet gedefinieerd;"";"";""
Nicaragua;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7005562;""
Soedan;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000201;""
Ivoorkust;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000168;""
Tsjaad;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000156;""
Israël;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000119;""
Syrië;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000140;""
Nigeria;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000182;""
Paisley;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7009107;""
spoel (elektrische);objectnaam;niet gedefinieerd;"";"";""
Schwenningen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7013257;""
doorhaalhaak;objectnaam;descriptor;"";"";""
wevershaak;objectnaam;descriptor;"";"";""
haspelmes;objectnaam;descriptor;"";"";""
Marienheide;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1040246;""
Schiphol;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7271352;""
caloriemeter;objectnaam;descriptor;http://vocab.getty.edu/aat/;300195893;Instrumenten voor het meten van hoeveelheden warmte, bijvoorbeeld verbrandingswarmte, soortelijke warmte of rijpingswarmte in processen als chemische reacties of verandering van toestand. 
kabelhaken;objectnaam;niet gedefinieerd;"";"";""
Whitinsville;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;2050964;""
Avignon;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008799;""
Malen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7252083;""
duimspijker;objectnaam;descriptor;http://vocab.getty.edu/aat/;300036449;""
onderzijde transformator;inscriptie positie;niet gedefinieerd;"";"";""
beugelzaagmachine;objectnaam;descriptor;"";"";""
Sunnyvale;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;2014500;""
paardenhaar;materiaal;descriptor;http://vocab.getty.edu/aat/;300011819;Haar van de manen en staart van paarden. Het wordt vooral gebruikt voor kwasten, voor strijkstokken en voor haarkleden. 
tijk;objectnaam;descriptor;http://vocab.getty.edu/aat/;300227910;"Stevige, dichtgeweven textiel die traditioneel werd geweven in een gestreepte katoenen of linnen keper; werd gebruikt voor matras- en kussenovertrekken, onderbekleding en de lichtere variëteiten soms voor kleding. "
Chemnitz-Kappel;geografisch trefwoord$plaats;descriptor;"";"";""
Murgenthal;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1064250;""
Redditch;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7011113;""
Brandenburg;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7000096;""
Ivrea;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7005693;""
maatstok;objectnaam;descriptor;"";"";""
Eiserfeld;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7188651;""
anoxie;behandeling;descriptor;http://vocab.getty.edu/aat/;300379453;""
signalisatiekast;objectnaam;descriptor;"";"";""
natuurlijke kunstmatige textielvezel;onderwerp$materiaal;descriptor;"";"";""
synthetische kunstmatige textielvezel;onderwerp$materiaal;descriptor;"";"";""
onderlegger;objectnaam;descriptor;http://vocab.getty.edu/aat/;300204931;""
stalenkoffer;objectnaam;non-descriptor;"";"";""
beukenhout;materiaal;descriptor;http://vocab.getty.edu/aat/;300343877;""
picker;objectnaam;descriptor;https://www.wikidata.org/entity/;Q20058020;""
Rastatt;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7012661;""
vlaskam;objectnaam;descriptor;"";"";""
La Madeleine;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7009259;""
sierhaard;objectnaam;descriptor;"";"";""
Appenweier;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;6000336;""
